autonumber,PeriodID,County,SPLocation,SPNo,Date,SampleTime,enterococcus,fecalColiform,PoorResults,advisory,WaterQuality,CollectionTime,Collector,AirTemp,WaterTemp,Weather,RainFall24h,RainFall3d,RainLastWeek,TidalConditionsA,TidalConditionsB,CurrentDirectionA,CurrentDirectionB,CurrentStrength,CommentField,Resample,Updated,enterococcus_code,fecalColiform_code,ec_GeoMean,ec_GeoMean_Code,SPID,Value_Qual,Batch_ID,Analysis_date,Analysis_Time,Lab_ID,Value_Qual_FC,Batch_ID_FC,Analysis_date_FC,Analysis_Time_FC,MDL_EC,MDL_FC,uql,uql_fc,,
16811,53,Manatee,BAYFRONT PARK NORTH,1,07/30/02,7:45,1,10,FALSE,FALSE,,,t larkin,75,82,1,0.1,0.2,0.4,1,1,,2,3,,,2002-08-02 11:26:00,GOOD,GOOD,,NA,152,,,,,,,,,,,,,,,
17084,54,Manatee,BAYFRONT PARK NORTH,1,08/06/02,7:55,200,40,TRUE,FALSE,,,t larkin,82,86,3,0,0.46,2.01,2,1,,1,3,,,2002-08-13 15:01:00,POOR,GOOD,,NA,152,,,,,,,,,,,,,,,
17173,54,Manatee,BAYFRONT PARK NORTH,1,08/09/02,13:45,20,,FALSE,FALSE,,,t larkin,94,86,1,0,0.16,0.59,1,1,,3,3,,Resample_1,2002-08-13 15:34:00,GOOD,NA,,NA,152,,,,,,,,,,,,,,,
17396,55,Manatee,BAYFRONT PARK NORTH,1,08/13/02,8:14,32,20,FALSE,FALSE,,,t larkin,78,82,2,0.6,0.77,0.93,1,1,,3,3,,,2002-08-16 14:22:00,GOOD,GOOD,,NA,152,,,,,,,,,,,,,,,
17740,56,Manatee,BAYFRONT PARK NORTH,1,08/20/02,8:12,9,40,FALSE,FALSE,,,t larkin,76,85,2,0,0.08,1.1,2,1,,3,3,,,2002-08-22 15:28:00,GOOD,GOOD,,NA,152,,,,,,,,,,,,,,,
18062,57,Manatee,BAYFRONT PARK NORTH,1,08/27/02,8:47,1,210,FALSE,FALSE,,,t larkin,78,85,3,0.06,0.07,4.68,1,2,,3,3,,,2002-09-20 11:17:00,GOOD,MODERATE,,NA,152,,,,,,,,,,,,,,,
18465,58,Manatee,BAYFRONT PARK NORTH,1,09/03/02,8:53,1,30,FALSE,FALSE,,,t larkin,81,85,1,0,0,3.24,2,1,,3,3,,,2002-09-20 11:15:00,GOOD,GOOD,9,Good,152,,,,,,,,,,,,,,,
18583,59,Manatee,BAYFRONT PARK NORTH,1,09/09/02,8:15,10,10,FALSE,FALSE,,,t larkin,80,85,2,0,0.23,0.23,1,2,,2,3,,,2002-09-20 11:13:00,GOOD,GOOD,5,Good,152,,,,,,,,,,,,,,,
19033,60,Manatee,BAYFRONT PARK NORTH,1,09/16/02,8:02,10,20,FALSE,FALSE,,,t larkin,81,82,1,0,0.03,1.26,2,1,,3,3,,,2002-09-20 11:01:00,GOOD,GOOD,4,Good,152,,,,,,,,,,,,,,,
19444,61,Manatee,BAYFRONT PARK NORTH,1,09/23/02,9:30,10,9,FALSE,FALSE,,,t manning,82,82,1,0.39,0.39,0.62,1,2,,3,3,,,2002-09-27 15:58:00,GOOD,GOOD,4,Good,152,,,,,,,,,,,,,,,
19693,62,Manatee,BAYFRONT PARK NORTH,1,10/01/02,7:58,30,320,FALSE,FALSE,,,t larkin,80,84,1,0,0,0.23,1,1,,2,2,very rough/ turbid,,2002-10-03 14:40:00,GOOD,MODERATE,8,Good,152,,,,,,,,,,,,,,,
19904,63,Manatee,BAYFRONT PARK NORTH,1,10/08/02,8:15,20,30,FALSE,FALSE,,,t larkin,79,82,1,0,0,0,1,3,,2,3,,,2002-10-09 17:06:00,GOOD,GOOD,14,Good,152,,,,,,,,,,,,,,,
20361,64,Manatee,BAYFRONT PARK NORTH,1,10/15/02,8:48,40,30,FALSE,FALSE,,,t larkin,80,81,1,0.14,0.36,0.36,1,1,,2,3,,,2002-10-18 12:50:00,MODERATE,GOOD,19,Good,152,,,,,,,,,,,,,,,
20564,65,Manatee,BAYFRONT PARK NORTH,1,10/21/02,8:26,10,9,FALSE,FALSE,,,t larkin,77,76,1,0,0,0.52,2,3,,1,3,,,2002-10-24 09:17:00,GOOD,GOOD,19,Good,152,,,,,,,,,,,,,,,
20835,66,Manatee,BAYFRONT PARK NORTH,1,10/28/02,8:00,20,9,FALSE,FALSE,,,t larkin,79,80,1,0,0,0,1,2,,2,3,,,2002-10-30 17:13:00,GOOD,GOOD,22,Good,152,,,,,,,,,,,,,,,
21169,67,Manatee,BAYFRONT PARK NORTH,1,11/04/02,8:30,9,9,FALSE,FALSE,,,t manning,76,76,1,0,0.1,0.6,2,3,,1,3,,,2002-11-07 08:13:00,GOOD,GOOD,17,Good,152,,,,,,,,,,,,,,,
21640,68,Manatee,BAYFRONT PARK NORTH,1,11/12/02,8:35,9,9,FALSE,FALSE,,,t manning,78,77,2,0.01,0.01,0.08,1,2,,2,3,,,2002-11-17 07:25:00,GOOD,GOOD,15,Good,152,,,,,,,,,,,,,,,
21877,69,Manatee,BAYFRONT PARK NORTH,1,11/18/02,8:16,10,9,FALSE,FALSE,,,Tim Manning,56,66,1,0.44,3.52,5.24,2,3,,2,3,windy (on shore),,2002-11-21 16:58:00,GOOD,GOOD,11,Good,152,,,,,,,,,,,,,,,
22218,70,Manatee,BAYFRONT PARK NORTH,1,11/25/02,8:19,80,240,FALSE,FALSE,,,t manning,60,66,1,0,0,0,2,3,,3,3,,,2002-11-29 08:48:00,MODERATE,MODERATE,17,Good,152,,,,,,,,,,,,,,,
22522,71,Manatee,BAYFRONT PARK NORTH,1,12/02/02,8:30,9,20,FALSE,FALSE,,,Tim MAnning,54,60,1,0,0.01,0.01,2,2,,3,3,,,2002-12-05 16:06:00,GOOD,GOOD,14,Good,152,,,,,,,,,,,,,,,
22802,72,Manatee,BAYFRONT PARK NORTH,1,12/09/02,8:25,50,10,FALSE,FALSE,,,t manning,66,66,2,0.15,0.15,0.51,1,2,,3,3,,,2002-12-12 15:45:00,MODERATE,GOOD,20,Good,152,,,,,,,,,,,,,,,
23179,73,Manatee,BAYFRONT PARK NORTH,1,12/16/02,8:18,30,10,FALSE,FALSE,,,t manning,52,62,1,0,2.04,6.3,2,2,,1,3,,,2002-12-20 08:27:00,GOOD,GOOD,26,Good,152,,,,,,,,,,,,,,,
23276,74,Manatee,BAYFRONT PARK NORTH,1,12/23/02,8:15,50,40,FALSE,TRUE,,,t manning,60,64,1,0,1.34,1.35,1,3,,2,3,,,2002-12-24 15:14:00,MODERATE,GOOD,35,Poor,152,,,,,,,,,,,,,,,
23609,75,Manatee,BAYFRONT PARK NORTH,1,12/30/02,10:02,9,9,FALSE,FALSE,,,t larkin,58,59,1,0,0,3.29,2,2,,3,3,,,2002-12-31 14:20:00,GOOD,GOOD,22.74,Good,152,,,,,,,,,,,,,,,
23929,76,Manatee,BAYFRONT PARK NORTH,1,01/06/03,8:55,40,60,FALSE,FALSE,,,t larkin,59,58,1,0,0.01,6.3,1,3,,2,3,,,1/7/03 16:34,MODERATE,GOOD,30.64,Good,152,,,,,,,,,,,,,,,
24258,77,Manatee,BAYFRONT PARK NORTH,1,01/13/03,9:29,90,9,FALSE,FALSE,,,T. Larkin,53,57,2,0,0.03,0.04,2,2,,3,3,,,1/15/03 9:05,MODERATE,GOOD,34.46,Good,152,,,,,,,,,,,,,,,
24620,78,Manatee,BAYFRONT PARK NORTH,1,01/21/03,10:35,50,9,FALSE,TRUE,,,T Larkin,63,55,1,0,0,0.03,2,3,,3,3,,,1/23/03 10:22,MODERATE,GOOD,38.17,Poor,152,,,,,,,,,,,,,,,
24850,79,Manatee,BAYFRONT PARK NORTH,1,01/27/03,9:30,40,9,FALSE,TRUE,,,T. Manning,64,52,1,0,0,0,2,2,,3,2,,,1/29/03 8:22,MODERATE,GOOD,36.5,Poor,152,,,,,,,,,,,,,,,
25150,80,Manatee,BAYFRONT PARK NORTH,1,02/03/03,9:40,10,10,FALSE,TRUE,,,t larkin,53,56,1,0.01,0,0,2,3,,1,3,,,2/4/03 19:14,GOOD,GOOD,37.28,Poor,152,,,,,,,,,,,,,,,
25580,81,Manatee,BAYFRONT PARK NORTH,1,02/11/03,8:31,10,20,FALSE,FALSE,,,T. Manning,58,60,1,0.36,0.39,0.39,2,2,,3,3,,,2/13/03 9:41,GOOD,GOOD,28.25,Good,152,,,,,,,,,,,,,,,
25809,82,Manatee,BAYFRONT PARK NORTH,1,02/17/03,8:35,60,20,FALSE,FALSE,,,T. Larkin,66,64,2,0.49,0.49,0.52,2,3,,1,3,,,2/19/03 8:11,MODERATE,GOOD,26.05,Good,152,,,,,,,,,,,,,,,
26145,83,Manatee,BAYFRONT PARK NORTH,1,02/24/03,7:50,10,20,FALSE,FALSE,,,T. Manning,58,64,1,0,0.96,0.96,2,2,,3,3,,,2/26/03 16:05,GOOD,GOOD,18.88,Good,152,,,,,,,,,,,,,,,
26479,84,Manatee,BAYFRONT PARK NORTH,1,03/03/03,7:51,30,10,FALSE,FALSE,,,t manning,68,70,2,0.9,0.9,1.08,2,3,,2,3,,,3/5/03 17:35,GOOD,GOOD,17.83,Good,152,,,,,,,,,,,,,,,
26747,85,Manatee,BAYFRONT PARK NORTH,1,03/10/03,7:26,9,30,FALSE,FALSE,,,t manning,68,72,2,0.01,0.02,0.08,2,2,,2,3,,,3/11/03 16:27,GOOD,GOOD,17.45,Good,152,,,,,,,,,,,,,,,
27081,86,Manatee,BAYFRONT PARK NORTH,1,03/17/03,7:23,9,20,FALSE,FALSE,,,t manning,72,76,1,4.19,4.19,2.79,2,3,,1,3,,,3/18/03 15:22,GOOD,GOOD,17.09,Good,152,,,,,,,,,,,,,,,
27507,87,Manatee,BAYFRONT PARK NORTH,1,03/24/03,7:26,60,9,FALSE,FALSE,,,T. Manning,68,74,1,4.64,0.18,0.03,2,2,,3,3,,,3/25/03 16:36,MODERATE,GOOD,17.09,Good,152,,,,,,,,,,,,,,,
27872,88,Manatee,BAYFRONT PARK NORTH,1,03/31/03,7:23,10,9,FALSE,FALSE,,,T. Manning,54,68,1,0.17,0.11,0.11,2,3,,1,2,,,4/2/03 12:02,GOOD,GOOD,17.09,Good,152,,,,,,,,,,,,,,,
28156,89,Manatee,BAYFRONT PARK NORTH,1,04/07/03,9:18,9,20,FALSE,FALSE,,,T. Larkin,75,73,1,0,0,0,1,2,,3,3,,,4/9/03 8:32,GOOD,GOOD,13.43,Good,152,,,,,,,,,,,,,,,
28479,90,Manatee,BAYFRONT PARK NORTH,1,04/14/03,7:30,20,20,FALSE,FALSE,,,T. Manning,69,72,1,0.03,0.03,0,2,3,,1,3,,,4/16/03 8:12,GOOD,GOOD,15.76,Good,152,,,,,,,,,,,,,,,
28871,91,Manatee,BAYFRONT PARK NORTH,1,04/21/03,8:24,10,50,FALSE,FALSE,,,t larkin,71,72,1,0.01,0.01,0,2,2,,1,3,,,4/23/03 15:06,GOOD,GOOD,16.09,Good,152,,,,,,,,,,,,,,,
29133,92,Manatee,BAYFRONT PARK NORTH,1,04/28/03,8:41,20,20,FALSE,FALSE,,,t latkin,71,75,2,3.59,3.59,0,2,3,,1,3,,,4/30/03 10:29,GOOD,GOOD,12.92,Good,152,,,,,,,,,,,,,,,
29517,93,Manatee,BAYFRONT PARK NORTH,1,05/05/03,8:45,10,280,FALSE,FALSE,,,t larkin,78,81,1,0.39,0,0,1,2,,3,3,,,5/8/03 10:39,GOOD,MODERATE,12.92,Good,152,,,,,,,,,,,,,,,
29763,94,Manatee,BAYFRONT PARK NORTH,1,05/12/03,8:19,9,20,FALSE,FALSE,,,t manning,86,86,1,0,0,0,2,2,,3,3,,,5/14/03 16:49,GOOD,GOOD,12.92,Good,152,,,,,,,,,,,,,,,
30190,95,Manatee,BAYFRONT PARK NORTH,1,05/19/03,9:45,30,230,FALSE,FALSE,,,t larkin,83,83,1,0.08,0.08,0.06,2,2,,3,3,,,5/22/03 9:31,GOOD,MODERATE,14.01,Good,152,,,,,,,,,,,,,,,
30371,96,Manatee,BAYFRONT PARK NORTH,1,05/26/03,8:26,9,10,FALSE,FALSE,,,t manning,82,85,1,0,0,1.78,2,2,,3,3,,,5/28/03 15:22,GOOD,GOOD,13.72,Good,152,,,,,,,,,,,,,,,
30846,97,Manatee,BAYFRONT PARK NORTH,1,06/03/03,10:03,70,110,FALSE,FALSE,,,t larkin,83,84,1,0,0,0,2,2,,3,3,,,6/5/03 11:32,MODERATE,GOOD,17.63,Good,152,,,,,,,,,,,,,,,
30970,98,Manatee,BAYFRONT PARK NORTH,1,06/09/03,7:30,9,9,FALSE,FALSE,,,t manning,84,86,1,0.11,0.11,0.25,2,1,,3,3,,,6/10/03 16:37,GOOD,GOOD,17.26,Good,152,,,,,,,,,,,,,,,
31333,99,Manatee,BAYFRONT PARK NORTH,1,06/16/03,8:18,60,50,FALSE,FALSE,,,t larkin,79,85,2,0.1,0.45,0.6,1,2,,3,3,,,6/18/03 9:15,MODERATE,GOOD,25.22,Good,152,,,,,,,,,,,,,,,
31606,100,Manatee,BAYFRONT PARK NORTH,1,06/23/03,7:29,60,210,FALSE,FALSE,,,t manning,78,84,2,0.01,0.06,2.08,2,1,,3,3,,,6/24/03 17:05,MODERATE,MODERATE,28.97,Good,152,,,,,,,,,,,,,,,
31982,101,Manatee,BAYFRONT PARK NORTH,1,06/30/03,9:40,20,20,FALSE,FALSE,,,t larkin,81,84,1,1.07,1.56,1.62,2,1,,2,3,water turbid,,7/2/03 8:36,GOOD,GOOD,33.99,Good,152,,,,,,,,,,,,,,,
32289,102,Manatee,BAYFRONT PARK NORTH,1,07/07/03,8:29,10,70,FALSE,FALSE,,,t larkin,80,84,1,0.06,0.11,1.67,1,1,,2,3,,,7/8/03 16:45,GOOD,GOOD,23.03,Good,152,,,,,,,,,,,,,,,
32584,103,Manatee,BAYFRONT PARK NORTH,1,07/14/03,8:25,10,9,FALSE,FALSE,,,t larkin,80,84,1,0.12,0.79,0.97,2,1,,3,3,,,7/15/03 15:28,GOOD,GOOD,23.52,Good,152,,,,,,,,,,,,,,,
32938,104,Manatee,BAYFRONT PARK NORTH,1,07/21/03,7:40,10,10,FALSE,FALSE,,,t manning,84,88,1,0,0.37,1.72,1,1,,2,3,,,7/22/03 16:24,GOOD,GOOD,16.44,Good,152,,,,,,,,,,,,,,,
33259,105,Manatee,BAYFRONT PARK NORTH,1,07/28/03,8:35,20,20,FALSE,FALSE,,,t larkin,84,86,1,2.03,1.86,0.02,2,1,,3,3,,,7/30/03 9:27,GOOD,GOOD,13.2,Good,152,,,,,,,,,,,,,,,
33596,106,Manatee,BAYFRONT PARK NORTH,1,08/04/03,7:41,20,9,FALSE,FALSE,,,t manning,83,88,1,0,3.61,3.64,1,2,,2,3,,,8/6/03 8:58,GOOD,GOOD,13.2,Good,152,,,,,,,,,,,,,,,
33889,107,Manatee,BAYFRONT PARK NORTH,1,08/11/03,7:47,1,1,FALSE,FALSE,,,T. Manning,82,84,2,2.81,7.69,8.19,2,2,,1,3,,,8/13/03 8:19,GOOD,GOOD,8.33,Good,152,,,,,,,,,,,,,,,
34258,108,Manatee,BAYFRONT PARK NORTH,1,08/18/03,8:55,20,50,FALSE,FALSE,,,t larkin,82,85,1,0.01,2.07,3.03,1,1,,3,3,,,8/20/03 15:32,GOOD,GOOD,9.56,Good,152,,,,,,,,,,,,,,,
